title,sku,price,price_old,is_active,count
Средство для собак и кошек ProDen PlaqueOff для профилактики зубного камня 40 г 180 г,ПР0037279,6450.00,5482.5,True,достаточно
"Спрей  MILORD ""Уно"" для расчесывания 300мл 300 г",ПР0050029,1090.00,,False,
"Воск защитный НПП ФАРМАКС Айда Гулять для лап, 100г 136 г",ПР0066080,473.00,,True,много
Зубная щетка для собак и кошек TAMACHI Toothbrush 27 г,ПР0068573,633.00,,True,мало
Шампунь Apicenna противомикробный с хлоргексидином 4% 150мл 180 г,ПР0039582,557.00,,False,
"Препарат VEDA Дентаведин гель, 15 г",Т00009499,149.00,126.65,True,достаточно
"Воск для лап APICENNA CRYSTAL LINE ГУЛЕНА защитный, 90г 90 г",ПР0051590,577.00,490.45,True,достаточно
Стоматологический гель АВЗ FITODOC для ухода за зубами у животных 75мл 100 г,ПР0053677,585.00,468,True,мало
Лосьон для собак и кошек Экопром CLINY очищающий для глаз 50мл 130 г,ПР0022770,455.00,,True,достаточно
Стоматологический гель для животных APICENNA Зубастик Crystal Line 30мл 3 г,ПР0056774,369.00,313.65,True,достаточно
Шампунь для кошек и собак TRIXIE сухой 100г 100 г,ПР0049927,463.00,,False,
Шампунь ГУДМЭН Доктор очищающий 200мл 240 г,ПР0040515,625.00,,True,достаточно
Лосьон для собак и кошек Экопром CLINY очищающий для ушей 50мл 130 г,ПР0022771,477.00,,True,достаточно
Средство по уходу за глазами EHASO SHOW TECH 250мл 240 г,ПР0047089,1490.00,,True,достаточно
Зубной гель для собак и кошек Экопром CLINY 75мл 98 г,ПР0022772,455.00,,True,достаточно
Зубная паста CLINY кальций+ 75мл 90 г,ПР0058511,567.00,,True,достаточно
Шампунь для собак и кошек АВЗ Барс репеллентный антипаразитарный 250мл 288 г,УТ0016631,459.00,,True,много
"Спрей APICENNA CRYSTAL LINE Зубастик стоматологический, 30мл 55 г",ПР0043804,517.00,439.45,True,достаточно
Шампунь для собак и кошек АВЗ OKVET профилактический с хлоргексидином 250мл 290 г,ПР0058615,723.00,,True,достаточно
"Спрей WONDER LAB для чистки мягкой мебели,ковров и тканей, экологичный, без запаха 0,55л 550 г",ПР0062174,433.00,303.1,True,достаточно
"Банка для лакомств FOXIE White bone белая керамическая 13,5х13,5х21,5см 1,5л 1.06 кг",ПР0068916,1179.00,,True,достаточно
Ступень МОХНАТЫЕ УШКИ для собак 2 кг,ПР0035062,5790.00,,True,мало
"Коврик под миску FOXIE The king 28х43см, полипропилен 350 г",ПР0038109,199.00,,True,достаточно
Коврик под миску TRIXIE серый 44х28см 58 г,ПР0042623,373.00,,True,достаточно
"Коврик под миску FOXIE More bones 28х43см, полипропилен 350 г",ПР0038108,199.00,,True,мало
"Контейнер для корма FOXIE пластиковый 29,7х12,5х29,7см 6л 348 г",ПР0069883,889.00,,True,достаточно
"Ремень безопасности для собак FOXIE 2,5х60-110см черный 138 г",ПР0064427,409.00,,True,достаточно
Свисток для дрессировки собак TRIXIE ультразвуковой металлический с колпачком 30 г,УТ0006368,429.00,,False,
Ролик-скотч FOXIE Cleaning для удаления шерсти 18х12х7см голубой 142 г,ПР0073845,248.00,,True,достаточно
Полотенце для собак RUKKA Pets Micro Medium Towel голубой 110 г,ПР0063432,1940.00,,False,
"Свисток-кликер TRIXIE Dog Activity, 8см 27 г",ПР0063313,483.00,,True,достаточно
"Банка для лакомств FOXIE белая керамическая 13,5х13,5х21,5см 1.1 кг",ПР0068910,1179.00,,True,достаточно
Автоматическая дверь для животных FERPLAST SWING 3SB 506 г,Т0023513,2640.00,,True,мало
Автоматическая дверь для животных FERPLAST SWING 1SB 574 г,Т00001322,2300.00,,True,мало
Защитный чехол-гамак FERPLAST для заднего сиденья автомобиля 140х60см 958 г,УТ0004685,5350.00,,True,мало
Автогамак для собак ТЕРЕМОК 147х140см 1.215 кг,ПР0041878,3710.00,2968,True,достаточно
"Пеленки для животных ПЕЛИГРИН Доброзверики впитывающие чёрные с суперабсорбентом, 60х40см 14шт 350 г",ПР0051044,513.00,,False,
"Салфетки для кошек и собак TEDDY PETS влажные, для ухода за шерстью 25шт 150 г",Т00004469,173.00,,False,
Пеленки для кошек и собак PRO DOG 60х90см 30шт c гелевым абсорбентом и клеевыми уголками  2.04 кг,ПР0049234,1598.00,,True,много
Пеленки для кошек и собак PRO DOG 40х60см 50шт c гелевым абсорбентом и клеевыми уголками  1.25 кг,ПР0049233,1183.00,,True,много
Пеленки для кошек и собак PRO DOG 60х60см 30шт c гелевым абсорбентом и клеевыми уголками  1.2 кг,ПР0049235,949.00,,True,много
Пеленки для кошек и собак ХОРОШКА с суперабсорбентом и липким фиксирующим слоем 60х90см 20шт 1.1 кг,ПР0057140,998.00,,True,много
Пеленки для кошек и собак PRO DOG 40х60см 30шт c гелевым абсорбентом и клеевыми уголками  900 г,ПР0049232,768.00,,True,много
Туалет для собак FERPLAST Hygienic Pad Tray Small (под пеленку) 608 г,ПР0041377,2290.00,,True,достаточно
Пеленки для кошек и собак ХОРОШКА с суперабсорбентом и липким фиксирующим слоем 60х60см 20шт 700 г,ПР0057141,748.00,,True,много
Подстилки для кошек и собак ХОРОШКА с суперабсорбентом и липким фиксирующим слоем 40х60см 20шт 500 г,ПР0056232,498.00,,True,много
Пеленка SHOW DOG многоразовая 5-ти слойная 40х60см 162 г,ПР0044372,1160.00,,False,
Пеленка VITAVET многоразовая впитывающая 4-слойная 40х60 розовый 50 г,ПР0061494,677.00,,True,достаточно
Пеленка SHOW DOG многоразовая 5-ти слойная 70х90см 425 г,ПР0044370,1740.00,,False,
"Пакеты гигиенические НПП ФАРМАКС Айда гулять! для выгула собак, рулон 20шт 55 г",Т0044029,133.00,,False,
Гигиенические пакеты FOXIE черные сменные 1 рулон х 20шт 20 г,ПР0059415,99.00,,True,много
Пеленка VITAVET многоразовая впитывающая 4-слойная 60х60 розовый 50 г,ПР0061495,893.00,,True,достаточно
"Пояса для кобелей CLINY одноразовые, с индикатором влаги, размер L, 9шт 290 г",ПР0065626,1030.00,,True,достаточно
"Пеленки для кошек и собак ПЕЛИГРИН впитывающие, с суперабсорбентом, 40х60см 12шт 310 г",ПР0025233,379.00,,False,
"Пеленка для кошек и собак ПЕЛИГРИН впитывающие, многоразовые, 60х95см 1шт 280 г",ПР0016210,1330.00,,True,много
"Подгузники CLINY одноразовые, с индикатором влаги, размер XXL, 25-40кг, 6шт 190 г",ПР0065622,985.00,,False,
"Корм для кошек GRANDORF для стерилизованных и кастрированных, кролик с индейкой сух. 2 кг",ПР0069136,2648.00,,True,много
"Корм для кошек GRANDORF для живущих в помещении, ягненок с индейкой сух. 2 кг",ПР0047342,2648.00,,True,много
Корм для кошек GRANDORF Четыре вида мяса с пробиотиками сух. 2 кг,ПР0067310,2648.00,,True,много
"Корм для кошек ROYAL CANIN Vet Diet Gastro Intestinal GI32 при нарушении пищеварения, птица сух. 400 г",Т0055620,798.00,,False,
"Корм для кошек ROYAL CANIN Vet Diet Gastro Intestinal GI32 при нарушении пищеварения, птица сух. 400 г 2 кг",Т0055111,3629.00,,True,достаточно
